"","pclass","survived","name","sex","age","sibsp","parch","ticket","fare","cabin","embarked"
"1693",2,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)","female",31,1,1,"C.A. 31921",26.25,"","S"
"1694",1,1,"Carter, Master. William Thornton II","male",11,1,2,"113760",120,"B96 B98","S"
"1695",3,1,"Thomas, Master. Assad Alexander","male",0.42,0,1,"2625",8.5167,"","C"
"1696",3,1,"Hedman, Mr. Oskar Arvid","male",27,0,0,"347089",6.975,"","S"
"1697",3,0,"Johansson, Mr. Karl Johan","male",31,0,0,"347063",7.775,"","S"
"1698",1,0,"Andrews, Mr. Thomas Jr","male",39,0,0,"112050",0,"A36","S"
"1699",3,0,"Pettersson, Miss. Ellen Natalia","female",18,0,0,"347087",7.775,"","S"
"1700",2,0,"Meyer, Mr. August","male",39,0,0,"248723",13,"","S"
"1701",1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)","female",33,1,0,"113806",53.1,"E8","S"
"1702",3,0,"Alexander, Mr. William","male",26,0,0,"3474",7.8875,"","S"
"1703",3,0,"Lester, Mr. James","male",39,0,0,"A/4 48871",24.15,"","S"
"1704",2,0,"Slemen, Mr. Richard James","male",35,0,0,"28206",10.5,"","S"
"1705",3,0,"Andersson, Miss. Ebba Iris Alfrida","female",6,4,2,"347082",31.275,"","S"
"1706",3,0,"Tomlin, Mr. Ernest Portage","male",30.5,0,0,"364499",8.05,"","S"
"1707",1,0,"Fry, Mr. Richard","male",NA,0,0,"112058",0,"B102","S"
"1708",3,0,"Heininen, Miss. Wendla Maria","female",23,0,0,"STON/O2. 3101290",7.925,"","S"
"1709",2,0,"Mallet, Mr. Albert","male",31,1,1,"S.C./PARIS 2079",37.0042,"","C"
"1710",3,0,"Holm, Mr. John Fredrik Alexander","male",43,0,0,"C 7075",6.45,"","S"
"1711",3,0,"Skoog, Master. Karl Thorsten","male",10,3,2,"347088",27.9,"","S"
"1712",1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)","female",52,1,1,"12749",93.5,"B69","S"
"1713",3,1,"Lulic, Mr. Nikola","male",27,0,0,"315098",8.6625,"","S"
"1714",1,0,"Reuchlin, Jonkheer. John George","male",38,0,0,"19972",0,"","S"
"1715",3,1,"Moor, Mrs. (Beila)","female",27,0,1,"392096",12.475,"E121","S"
"1716",3,0,"Panula, Master. Urho Abraham","male",2,4,1,"3101295",39.6875,"","S"
"1717",3,0,"Flynn, Mr. John","male",NA,0,0,"368323",6.95,"","Q"
"1718",3,0,"Lam, Mr. Len","male",NA,0,0,"1601",56.4958,"","S"
"1719",2,1,"Mallet, Master. Andre","male",1,0,2,"S.C./PARIS 2079",37.0042,"","C"
"1720",3,1,"McCormack, Mr. Thomas Joseph","male",NA,0,0,"367228",7.75,"","Q"
"1721",1,1,"Stone, Mrs. George Nelson (Martha Evelyn)","female",62,0,0,"113572",80,"B28",NA
"1722",3,1,"Yasbeck, Mrs. Antoni (Selini Alexander)","female",15,1,0,"2659",14.4542,"","C"
"1723",2,1,"Richards, Master. George Sibley","male",0.83,1,1,"29106",18.75,"","S"
"1724",3,0,"Saad, Mr. Amin","male",NA,0,0,"2671",7.2292,"","C"
"1725",3,0,"Augustsson, Mr. Albert","male",23,0,0,"347468",7.8542,"","S"
"1726",3,0,"Allum, Mr. Owen George","male",18,0,0,"2223",8.3,"","S"
"1727",1,1,"Compton, Miss. Sara Rebecca","female",39,1,1,"PC 17756",83.1583,"E49","C"
"1728",3,0,"Pasic, Mr. Jakob","male",21,0,0,"315097",8.6625,"","S"
"1729",3,0,"Sirota, Mr. Maurice","male",NA,0,0,"392092",8.05,"","S"
"1730",3,1,"Chip, Mr. Chang","male",32,0,0,"1601",56.4958,"","S"
"1731",1,1,"Marechal, Mr. Pierre","male",NA,0,0,"11774",29.7,"C47","C"
"1732",3,0,"Alhomaki, Mr. Ilmari Rudolf","male",20,0,0,"SOTON/O2 3101287",7.925,"","S"
"1733",2,0,"Mudd, Mr. Thomas Charles","male",16,0,0,"S.O./P.P. 3",10.5,"","S"
"1734",1,1,"Serepeca, Miss. Augusta","female",30,0,0,"113798",31,"","C"
"1735",3,0,"Lemberopolous, Mr. Peter L","male",34.5,0,0,"2683",6.4375,"","C"
"1736",3,0,"Culumovic, Mr. Jeso","male",17,0,0,"315090",8.6625,"","S"
"1737",3,0,"Abbing, Mr. Anthony","male",42,0,0,"C.A. 5547",7.55,"","S"
"1738",3,0,"Sage, Mr. Douglas Bullen","male",NA,8,2,"CA. 2343",69.55,"","S"
"1739",3,0,"Markoff, Mr. Marin","male",35,0,0,"349213",7.8958,"","C"
"1740",2,0,"Harper, Rev. John","male",28,0,1,"248727",33,"","S"
"1741",1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)","female",NA,1,0,"17453",89.1042,"C92","C"
"1742",3,0,"Andersson, Master. Sigvard Harald Elias","male",4,4,2,"347082",31.275,"","S"
"1743",3,0,"Svensson, Mr. Johan","male",74,0,0,"347060",7.775,"","S"
"1744",3,0,"Boulos, Miss. Nourelain","female",9,1,1,"2678",15.2458,"","C"
"1745",1,1,"Lines, Miss. Mary Conover","female",16,0,1,"PC 17592",39.4,"D28","S"
"1746",2,0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)","female",44,1,0,"244252",26,"","S"
"1747",3,1,"Aks, Mrs. Sam (Leah Rosen)","female",18,0,1,"392091",9.35,"","S"
"1748",1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)","female",45,1,1,"36928",164.8667,"","S"
"1749",1,1,"Daly, Mr. Peter Denis ","male",51,0,0,"113055",26.55,"E17","S"
"1750",3,1,"Baclini, Mrs. Solomon (Latifa Qurban)","female",24,0,3,"2666",19.2583,"","C"
"1751",3,0,"Razi, Mr. Raihed","male",NA,0,0,"2629",7.2292,"","C"
"1752",3,0,"Hansen, Mr. Claus Peter","male",41,2,0,"350026",14.1083,"","S"
"1753",2,0,"Giles, Mr. Frederick Edward","male",21,1,0,"28134",11.5,"","S"
"1754",1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)","female",48,0,0,"17466",25.9292,"D17","S"
"1755",3,0,"Sage, Miss. Dorothy Edith ""Dolly""","female",NA,8,2,"CA. 2343",69.55,"","S"
"1756",2,0,"Gill, Mr. John William","male",24,0,0,"233866",13,"","S"
"1757",2,1,"Bystrom, Mrs. (Karolina)","female",42,0,0,"236852",13,"","S"
"1758",2,1,"Duran y More, Miss. Asuncion","female",27,1,0,"SC/PARIS 2149",13.8583,"","C"
"1759",1,0,"Roebling, Mr. Washington Augustus II","male",31,0,0,"PC 17590",50.4958,"A24","S"
"1760",3,0,"van Melkebeke, Mr. Philemon","male",NA,0,0,"345777",9.5,"","S"
"1761",3,1,"Johnson, Master. Harold Theodor","male",4,1,1,"347742",11.1333,"","S"
"1762",3,0,"Balkic, Mr. Cerin","male",26,0,0,"349248",7.8958,"","S"
"1763",1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)","female",47,1,1,"11751",52.5542,"D35","S"
"1764",1,0,"Carlsson, Mr. Frans Olof","male",33,0,0,"695",5,"B51 B53 B55","S"
"1765",3,0,"Vander Cruyssen, Mr. Victor","male",47,0,0,"345765",9,"","S"
"1766",2,1,"Abelson, Mrs. Samuel (Hannah Wizosky)","female",28,1,0,"P/PP 3381",24,"","C"
"1767",3,1,"Najib, Miss. Adele Kiamie ""Jane""","female",15,0,0,"2667",7.225,"","C"
"1768",3,0,"Gustafsson, Mr. Alfred Ossian","male",20,0,0,"7534",9.8458,"","S"
"1769",3,0,"Petroff, Mr. Nedelio","male",19,0,0,"349212",7.8958,"","S"
"1770",3,0,"Laleff, Mr. Kristo","male",NA,0,0,"349217",7.8958,"","S"
"1771",1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)","female",56,0,1,"11767",83.1583,"C50","C"
"1772",2,1,"Shelley, Mrs. William (Imanita Parrish Hall)","female",25,0,1,"230433",26,"","S"
"1773",3,0,"Markun, Mr. Johann","male",33,0,0,"349257",7.8958,"","S"
"1774",3,0,"Dahlberg, Miss. Gerda Ulrika","female",22,0,0,"7552",10.5167,"","S"
"1775",2,0,"Banfield, Mr. Frederick James","male",28,0,0,"C.A./SOTON 34068",10.5,"","S"
"1776",3,0,"Sutehall, Mr. Henry Jr","male",25,0,0,"SOTON/OQ 392076",7.05,"","S"
"1777",3,0,"Rice, Mrs. William (Margaret Norton)","female",39,0,5,"382652",29.125,"","Q"
"1778",2,0,"Montvila, Rev. Juozas","male",27,0,0,"211536",13,"","S"
"1779",1,1,"Graham, Miss. Margaret Edith","female",19,0,0,"112053",30,"B42","S"
"1780",3,0,"Johnston, Miss. Catherine Helen ""Carrie""","female",NA,1,2,"W./C. 6607",23.45,"","S"
"1781",1,1,"Behr, Mr. Karl Howell","male",26,0,0,"111369",30,"C148","C"
"1782",3,0,"Dooley, Mr. Patrick","male",32,0,0,"370376",7.75,"","Q"
